TIMESLICE,DAILYTIMEBRACKET,VALUE
m9_d3_t9,22,0
m9_d3_t10,22,0
m9_d3_t11,22,0
m9_d3_t12,22,0
m9_d3_t13,22,0
m9_d3_t14,22,0
m9_d3_t15,22,0
m9_d3_t16,22,0
m9_d3_t17,22,0
m9_d3_t18,22,0
m9_d3_t19,22,0
m9_d3_t20,22,0
m9_d3_t21,22,0
m9_d3_t22,22,1
m9_d3_t23,22,0
m9_d3_t24,22,0
m9_d4_t1,22,0
m9_d4_t2,22,0
m9_d4_t3,22,0
m9_d4_t4,22,0
m9_d4_t5,22,0
m9_d4_t6,22,0
m9_d4_t7,22,0
m9_d4_t8,22,0
m9_d4_t9,22,0
m9_d4_t10,22,0
m9_d4_t11,22,0
m9_d4_t12,22,0
m9_d4_t13,22,0
m9_d4_t14,22,0
m9_d4_t15,22,0
m9_d4_t16,22,0
m9_d4_t17,22,0
m9_d4_t18,22,0
m9_d4_t19,22,0
m9_d4_t20,22,0
m9_d4_t21,22,0
m9_d4_t22,22,1
m9_d4_t23,22,0
m9_d4_t24,22,0
m9_d5_t1,22,0
m9_d5_t2,22,0
m9_d5_t3,22,0
m9_d5_t4,22,0
m9_d5_t5,22,0
m9_d5_t6,22,0
m9_d5_t7,22,0
m9_d5_t8,22,0
m9_d5_t9,22,0
m9_d5_t10,22,0
m9_d5_t11,22,0
m9_d5_t12,22,0
m9_d5_t13,22,0
m9_d5_t14,22,0
m9_d5_t15,22,0
m9_d5_t16,22,0
m9_d5_t17,22,0
m9_d5_t18,22,0
m9_d5_t19,22,0
m9_d5_t20,22,0
m9_d5_t21,22,0
m9_d5_t22,22,1
m9_d5_t23,22,0
m9_d5_t24,22,0
m10_d1_t1,22,0
m10_d1_t2,22,0
m10_d1_t3,22,0
m10_d1_t4,22,0
m10_d1_t5,22,0
m10_d1_t6,22,0
m10_d1_t7,22,0
m10_d1_t8,22,0
m10_d1_t9,22,0
m10_d1_t10,22,0
m10_d1_t11,22,0
m10_d1_t12,22,0
m10_d1_t13,22,0
m10_d1_t14,22,0
m10_d1_t15,22,0
m10_d1_t16,22,0
m10_d1_t17,22,0
m10_d1_t18,22,0
m10_d1_t19,22,0
m10_d1_t20,22,0
m10_d1_t21,22,0
m10_d1_t22,22,1
m10_d1_t23,22,0
m10_d1_t24,22,0
m10_d2_t1,22,0
m10_d2_t2,22,0
m10_d2_t3,22,0
m10_d2_t4,22,0
m10_d2_t5,22,0
m10_d2_t6,22,0
m10_d2_t7,22,0
m10_d2_t8,22,0
m10_d2_t9,22,0
m10_d2_t10,22,0
m10_d2_t11,22,0
m10_d2_t12,22,0
m10_d2_t13,22,0
m10_d2_t14,22,0
m10_d2_t15,22,0
m10_d2_t16,22,0
m10_d2_t17,22,0
m10_d2_t18,22,0
m10_d2_t19,22,0
m10_d2_t20,22,0
m10_d2_t21,22,0
m10_d2_t22,22,1
m10_d2_t23,22,0
m10_d2_t24,22,0
m10_d3_t1,22,0
m10_d3_t2,22,0
m10_d3_t3,22,0
m10_d3_t4,22,0
m10_d3_t5,22,0
m10_d3_t6,22,0
m10_d3_t7,22,0
m10_d3_t8,22,0
m10_d3_t9,22,0
m10_d3_t10,22,0
m10_d3_t11,22,0
m10_d3_t12,22,0
m10_d3_t13,22,0
m10_d3_t14,22,0
m10_d3_t15,22,0
m10_d3_t16,22,0
m10_d3_t17,22,0
m10_d3_t18,22,0
m10_d3_t19,22,0
m10_d3_t20,22,0
m10_d3_t21,22,0
m10_d3_t22,22,1
m10_d3_t23,22,0
m10_d3_t24,22,0
m10_d4_t1,22,0
m10_d4_t2,22,0
m10_d4_t3,22,0
m10_d4_t4,22,0
m10_d4_t5,22,0
m10_d4_t6,22,0
m10_d4_t7,22,0
m10_d4_t8,22,0
m10_d4_t9,22,0
m10_d4_t10,22,0
m10_d4_t11,22,0
m10_d4_t12,22,0
m10_d4_t13,22,0
m10_d4_t14,22,0
m10_d4_t15,22,0
m10_d4_t16,22,0
m10_d4_t17,22,0
m10_d4_t18,22,0
m10_d4_t19,22,0
m10_d4_t20,22,0
m10_d4_t21,22,0
m10_d4_t22,22,1
m10_d4_t23,22,0
m10_d4_t24,22,0
m10_d5_t1,22,0
m10_d5_t2,22,0
m10_d5_t3,22,0
m10_d5_t4,22,0
m10_d5_t5,22,0
m10_d5_t6,22,0
m10_d5_t7,22,0
m10_d5_t8,22,0
m10_d5_t9,22,0
m10_d5_t10,22,0
m10_d5_t11,22,0
m10_d5_t12,22,0
m10_d5_t13,22,0
m10_d5_t14,22,0
m10_d5_t15,22,0
m10_d5_t16,22,0
m10_d5_t17,22,0
m10_d5_t18,22,0
m10_d5_t19,22,0
m10_d5_t20,22,0
m10_d5_t21,22,0
m10_d5_t22,22,1
m10_d5_t23,22,0
m10_d5_t24,22,0
m11_d1_t1,22,0
m11_d1_t2,22,0
m11_d1_t3,22,0
m11_d1_t4,22,0
m11_d1_t5,22,0
m11_d1_t6,22,0
m11_d1_t7,22,0
m11_d1_t8,22,0
m11_d1_t9,22,0
m11_d1_t10,22,0
m11_d1_t11,22,0
m11_d1_t12,22,0
m11_d1_t13,22,0
m11_d1_t14,22,0
m11_d1_t15,22,0
m11_d1_t16,22,0
m11_d1_t17,22,0
m11_d1_t18,22,0
m11_d1_t19,22,0
m11_d1_t20,22,0
m11_d1_t21,22,0
m11_d1_t22,22,1
m11_d1_t23,22,0
m11_d1_t24,22,0
m11_d2_t1,22,0
m11_d2_t2,22,0
m11_d2_t3,22,0
m11_d2_t4,22,0
m11_d2_t5,22,0
m11_d2_t6,22,0
m11_d2_t7,22,0
m11_d2_t8,22,0
m11_d2_t9,22,0
m11_d2_t10,22,0
m11_d2_t11,22,0
m11_d2_t12,22,0
m11_d2_t13,22,0
m11_d2_t14,22,0
m11_d2_t15,22,0
m11_d2_t16,22,0
m11_d2_t17,22,0
m11_d2_t18,22,0
m11_d2_t19,22,0
m11_d2_t20,22,0
m11_d2_t21,22,0
m11_d2_t22,22,1
m11_d2_t23,22,0
m11_d2_t24,22,0
m11_d3_t1,22,0
m11_d3_t2,22,0
m11_d3_t3,22,0
m11_d3_t4,22,0
m11_d3_t5,22,0
m11_d3_t6,22,0
m11_d3_t7,22,0
m11_d3_t8,22,0
m11_d3_t9,22,0
m11_d3_t10,22,0
m11_d3_t11,22,0
m11_d3_t12,22,0
m11_d3_t13,22,0
m11_d3_t14,22,0
m11_d3_t15,22,0
m11_d3_t16,22,0
m11_d3_t17,22,0
m11_d3_t18,22,0
m11_d3_t19,22,0
m11_d3_t20,22,0
m11_d3_t21,22,0
m11_d3_t22,22,1
m11_d3_t23,22,0
m11_d3_t24,22,0
m11_d4_t1,22,0
m11_d4_t2,22,0
m11_d4_t3,22,0
m11_d4_t4,22,0
m11_d4_t5,22,0
m11_d4_t6,22,0
m11_d4_t7,22,0
m11_d4_t8,22,0
m11_d4_t9,22,0
m11_d4_t10,22,0
m11_d4_t11,22,0
m11_d4_t12,22,0
m11_d4_t13,22,0
m11_d4_t14,22,0
m11_d4_t15,22,0
m11_d4_t16,22,0
m11_d4_t17,22,0
m11_d4_t18,22,0
m11_d4_t19,22,0
m11_d4_t20,22,0
m11_d4_t21,22,0
m11_d4_t22,22,1
m11_d4_t23,22,0
m11_d4_t24,22,0
m11_d5_t1,22,0
m11_d5_t2,22,0
m11_d5_t3,22,0
m11_d5_t4,22,0
m11_d5_t5,22,0
m11_d5_t6,22,0
m11_d5_t7,22,0
m11_d5_t8,22,0
m11_d5_t9,22,0
m11_d5_t10,22,0
m11_d5_t11,22,0
m11_d5_t12,22,0
m11_d5_t13,22,0
m11_d5_t14,22,0
m11_d5_t15,22,0
m11_d5_t16,22,0
m11_d5_t17,22,0
m11_d5_t18,22,0
m11_d5_t19,22,0
m11_d5_t20,22,0
m11_d5_t21,22,0
m11_d5_t22,22,1
m11_d5_t23,22,0
m11_d5_t24,22,0
m12_d1_t1,22,0
m12_d1_t2,22,0
m12_d1_t3,22,0
m12_d1_t4,22,0
m12_d1_t5,22,0
m12_d1_t6,22,0
m12_d1_t7,22,0
m12_d1_t8,22,0
m12_d1_t9,22,0
m12_d1_t10,22,0
m12_d1_t11,22,0
m12_d1_t12,22,0
m12_d1_t13,22,0
m12_d1_t14,22,0
m12_d1_t15,22,0
m12_d1_t16,22,0
m12_d1_t17,22,0
m12_d1_t18,22,0
m12_d1_t19,22,0
m12_d1_t20,22,0
m12_d1_t21,22,0
m12_d1_t22,22,1
m12_d1_t23,22,0
m12_d1_t24,22,0
m12_d2_t1,22,0
m12_d2_t2,22,0
m12_d2_t3,22,0
m12_d2_t4,22,0
m12_d2_t5,22,0
m12_d2_t6,22,0
m12_d2_t7,22,0
m12_d2_t8,22,0
m12_d2_t9,22,0
m12_d2_t10,22,0
m12_d2_t11,22,0
m12_d2_t12,22,0
m12_d2_t13,22,0
m12_d2_t14,22,0
m12_d2_t15,22,0
m12_d2_t16,22,0
m12_d2_t17,22,0
m12_d2_t18,22,0
m12_d2_t19,22,0
m12_d2_t20,22,0
m12_d2_t21,22,0
m12_d2_t22,22,1
m12_d2_t23,22,0
m12_d2_t24,22,0
m12_d3_t1,22,0
m12_d3_t2,22,0
m12_d3_t3,22,0
m12_d3_t4,22,0
m12_d3_t5,22,0
m12_d3_t6,22,0
m12_d3_t7,22,0
m12_d3_t8,22,0
m12_d3_t9,22,0
m12_d3_t10,22,0
m12_d3_t11,22,0
m12_d3_t12,22,0
m12_d3_t13,22,0
m12_d3_t14,22,0
m12_d3_t15,22,0
m12_d3_t16,22,0
m12_d3_t17,22,0
m12_d3_t18,22,0
m12_d3_t19,22,0
m12_d3_t20,22,0
m12_d3_t21,22,0
m12_d3_t22,22,1
m12_d3_t23,22,0
m12_d3_t24,22,0
m12_d4_t1,22,0
m12_d4_t2,22,0
m12_d4_t3,22,0
m12_d4_t4,22,0
m12_d4_t5,22,0
m12_d4_t6,22,0
m12_d4_t7,22,0
m12_d4_t8,22,0
m12_d4_t9,22,0
m12_d4_t10,22,0
m12_d4_t11,22,0
m12_d4_t12,22,0
m12_d4_t13,22,0
m12_d4_t14,22,0
m12_d4_t15,22,0
m12_d4_t16,22,0
m12_d4_t17,22,0
m12_d4_t18,22,0
m12_d4_t19,22,0
m12_d4_t20,22,0
m12_d4_t21,22,0
m12_d4_t22,22,1
m12_d4_t23,22,0
m12_d4_t24,22,0
m12_d5_t1,22,0
m12_d5_t2,22,0
m12_d5_t3,22,0
m12_d5_t4,22,0
m12_d5_t5,22,0
m12_d5_t6,22,0
m12_d5_t7,22,0
m12_d5_t8,22,0
m12_d5_t9,22,0
m12_d5_t10,22,0
m12_d5_t11,22,0
m12_d5_t12,22,0
m12_d5_t13,22,0
m12_d5_t14,22,0
m12_d5_t15,22,0
m12_d5_t16,22,0
m12_d5_t17,22,0
m12_d5_t18,22,0
m12_d5_t19,22,0
m12_d5_t20,22,0
m12_d5_t21,22,0
m12_d5_t22,22,1
m12_d5_t23,22,0
m12_d5_t24,22,0
m1_d1_t1,23,0
m1_d1_t2,23,0
m1_d1_t3,23,0
m1_d1_t4,23,0
m1_d1_t5,23,0
m1_d1_t6,23,0
m1_d1_t7,23,0
m1_d1_t8,23,0
m1_d1_t9,23,0
m1_d1_t10,23,0
m1_d1_t11,23,0
m1_d1_t12,23,0
m1_d1_t13,23,0
m1_d1_t14,23,0
m1_d1_t15,23,0
m1_d1_t16,23,0
m1_d1_t17,23,0
m1_d1_t18,23,0
m1_d1_t19,23,0
m1_d1_t20,23,0
m1_d1_t21,23,0
m1_d1_t22,23,0
m1_d1_t23,23,1
m1_d1_t24,23,0
m1_d2_t1,23,0
m1_d2_t2,23,0
m1_d2_t3,23,0
m1_d2_t4,23,0
m1_d2_t5,23,0
m1_d2_t6,23,0
m1_d2_t7,23,0
m1_d2_t8,23,0
m1_d2_t9,23,0
m1_d2_t10,23,0
m1_d2_t11,23,0
m1_d2_t12,23,0
m1_d2_t13,23,0
m1_d2_t14,23,0
m1_d2_t15,23,0
m1_d2_t16,23,0
m1_d2_t17,23,0
m1_d2_t18,23,0
m1_d2_t19,23,0
m1_d2_t20,23,0
m1_d2_t21,23,0
m1_d2_t22,23,0
m1_d2_t23,23,1
m1_d2_t24,23,0
m1_d3_t1,23,0
m1_d3_t2,23,0
m1_d3_t3,23,0
m1_d3_t4,23,0
m1_d3_t5,23,0
m1_d3_t6,23,0
m1_d3_t7,23,0
m1_d3_t8,23,0
m1_d3_t9,23,0
m1_d3_t10,23,0
m1_d3_t11,23,0
m1_d3_t12,23,0
m1_d3_t13,23,0
m1_d3_t14,23,0
m1_d3_t15,23,0
m1_d3_t16,23,0
m1_d3_t17,23,0
m1_d3_t18,23,0
m1_d3_t19,23,0
m1_d3_t20,23,0
m1_d3_t21,23,0
m1_d3_t22,23,0
m1_d3_t23,23,1
m1_d3_t24,23,0
m1_d4_t1,23,0
m1_d4_t2,23,0
m1_d4_t3,23,0
m1_d4_t4,23,0
m1_d4_t5,23,0
m1_d4_t6,23,0
m1_d4_t7,23,0
m1_d4_t8,23,0
m1_d4_t9,23,0
m1_d4_t10,23,0
m1_d4_t11,23,0
m1_d4_t12,23,0
m1_d4_t13,23,0
m1_d4_t14,23,0
m1_d4_t15,23,0
m1_d4_t16,23,0
m1_d4_t17,23,0
m1_d4_t18,23,0
m1_d4_t19,23,0
m1_d4_t20,23,0
m1_d4_t21,23,0
m1_d4_t22,23,0
m1_d4_t23,23,1
m1_d4_t24,23,0
m1_d5_t1,23,0
m1_d5_t2,23,0
m1_d5_t3,23,0
m1_d5_t4,23,0
m1_d5_t5,23,0
m1_d5_t6,23,0
m1_d5_t7,23,0
m1_d5_t8,23,0
m1_d5_t9,23,0
m1_d5_t10,23,0
m1_d5_t11,23,0
m1_d5_t12,23,0
m1_d5_t13,23,0
m1_d5_t14,23,0
m1_d5_t15,23,0
m1_d5_t16,23,0
m1_d5_t17,23,0
m1_d5_t18,23,0
m1_d5_t19,23,0
m1_d5_t20,23,0
m1_d5_t21,23,0
m1_d5_t22,23,0
m1_d5_t23,23,1
m1_d5_t24,23,0
m2_d1_t1,23,0
m2_d1_t2,23,0
m2_d1_t3,23,0
m2_d1_t4,23,0
m2_d1_t5,23,0
m2_d1_t6,23,0
m2_d1_t7,23,0
m2_d1_t8,23,0
m2_d1_t9,23,0
m2_d1_t10,23,0
m2_d1_t11,23,0
m2_d1_t12,23,0
m2_d1_t13,23,0
m2_d1_t14,23,0
m2_d1_t15,23,0
m2_d1_t16,23,0
m2_d1_t17,23,0
m2_d1_t18,23,0
m2_d1_t19,23,0
m2_d1_t20,23,0
m2_d1_t21,23,0
m2_d1_t22,23,0
m2_d1_t23,23,1
m2_d1_t24,23,0
m2_d2_t1,23,0
m2_d2_t2,23,0
m2_d2_t3,23,0
m2_d2_t4,23,0
m2_d2_t5,23,0
m2_d2_t6,23,0
m2_d2_t7,23,0
m2_d2_t8,23,0
m2_d2_t9,23,0
m2_d2_t10,23,0
m2_d2_t11,23,0
m2_d2_t12,23,0
m2_d2_t13,23,0
m2_d2_t14,23,0
m2_d2_t15,23,0
m2_d2_t16,23,0
m2_d2_t17,23,0
m2_d2_t18,23,0
m2_d2_t19,23,0
m2_d2_t20,23,0
m2_d2_t21,23,0
m2_d2_t22,23,0
m2_d2_t23,23,1
m2_d2_t24,23,0
m2_d3_t1,23,0
m2_d3_t2,23,0
m2_d3_t3,23,0
m2_d3_t4,23,0
m2_d3_t5,23,0
m2_d3_t6,23,0
m2_d3_t7,23,0
m2_d3_t8,23,0
m2_d3_t9,23,0
m2_d3_t10,23,0
m2_d3_t11,23,0
m2_d3_t12,23,0
m2_d3_t13,23,0
m2_d3_t14,23,0
m2_d3_t15,23,0
m2_d3_t16,23,0
m2_d3_t17,23,0
m2_d3_t18,23,0
m2_d3_t19,23,0
m2_d3_t20,23,0
m2_d3_t21,23,0
m2_d3_t22,23,0
m2_d3_t23,23,1
m2_d3_t24,23,0
m2_d4_t1,23,0
m2_d4_t2,23,0
m2_d4_t3,23,0
m2_d4_t4,23,0
m2_d4_t5,23,0
m2_d4_t6,23,0
m2_d4_t7,23,0
m2_d4_t8,23,0
m2_d4_t9,23,0
m2_d4_t10,23,0
m2_d4_t11,23,0
m2_d4_t12,23,0
m2_d4_t13,23,0
m2_d4_t14,23,0
m2_d4_t15,23,0
m2_d4_t16,23,0
m2_d4_t17,23,0
m2_d4_t18,23,0
m2_d4_t19,23,0
m2_d4_t20,23,0
m2_d4_t21,23,0
m2_d4_t22,23,0
m2_d4_t23,23,1
m2_d4_t24,23,0
m2_d5_t1,23,0
m2_d5_t2,23,0
m2_d5_t3,23,0
m2_d5_t4,23,0
m2_d5_t5,23,0
m2_d5_t6,23,0
m2_d5_t7,23,0
m2_d5_t8,23,0
m2_d5_t9,23,0
m2_d5_t10,23,0
m2_d5_t11,23,0
m2_d5_t12,23,0
m2_d5_t13,23,0
m2_d5_t14,23,0
m2_d5_t15,23,0
m2_d5_t16,23,0
m2_d5_t17,23,0
m2_d5_t18,23,0
m2_d5_t19,23,0
m2_d5_t20,23,0
m2_d5_t21,23,0
m2_d5_t22,23,0
m2_d5_t23,23,1
m2_d5_t24,23,0
m3_d1_t1,23,0
m3_d1_t2,23,0
m3_d1_t3,23,0
m3_d1_t4,23,0
m3_d1_t5,23,0
m3_d1_t6,23,0
m3_d1_t7,23,0
m3_d1_t8,23,0
m3_d1_t9,23,0
m3_d1_t10,23,0
m3_d1_t11,23,0
m3_d1_t12,23,0
m3_d1_t13,23,0
m3_d1_t14,23,0
m3_d1_t15,23,0
m3_d1_t16,23,0
m3_d1_t17,23,0
m3_d1_t18,23,0
m3_d1_t19,23,0
m3_d1_t20,23,0
m3_d1_t21,23,0
m3_d1_t22,23,0
m3_d1_t23,23,1
m3_d1_t24,23,0
m3_d2_t1,23,0
m3_d2_t2,23,0
m3_d2_t3,23,0
m3_d2_t4,23,0
m3_d2_t5,23,0
m3_d2_t6,23,0
m3_d2_t7,23,0
m3_d2_t8,23,0
m3_d2_t9,23,0
m3_d2_t10,23,0
m3_d2_t11,23,0
m3_d2_t12,23,0
m3_d2_t13,23,0
m3_d2_t14,23,0
m3_d2_t15,23,0
m3_d2_t16,23,0
m3_d2_t17,23,0
m3_d2_t18,23,0
m3_d2_t19,23,0
m3_d2_t20,23,0
m3_d2_t21,23,0
m3_d2_t22,23,0
m3_d2_t23,23,1
m3_d2_t24,23,0
m3_d3_t1,23,0
m3_d3_t2,23,0
m3_d3_t3,23,0
m3_d3_t4,23,0
m3_d3_t5,23,0
m3_d3_t6,23,0
m3_d3_t7,23,0
m3_d3_t8,23,0
m3_d3_t9,23,0
m3_d3_t10,23,0
m3_d3_t11,23,0
m3_d3_t12,23,0
m3_d3_t13,23,0
m3_d3_t14,23,0
m3_d3_t15,23,0
m3_d3_t16,23,0
m3_d3_t17,23,0
m3_d3_t18,23,0
m3_d3_t19,23,0
m3_d3_t20,23,0
m3_d3_t21,23,0
m3_d3_t22,23,0
m3_d3_t23,23,1
m3_d3_t24,23,0
m3_d4_t1,23,0
m3_d4_t2,23,0
m3_d4_t3,23,0
m3_d4_t4,23,0
m3_d4_t5,23,0
m3_d4_t6,23,0
m3_d4_t7,23,0
m3_d4_t8,23,0
m3_d4_t9,23,0
m3_d4_t10,23,0
m3_d4_t11,23,0
m3_d4_t12,23,0
m3_d4_t13,23,0
m3_d4_t14,23,0
m3_d4_t15,23,0
m3_d4_t16,23,0
m3_d4_t17,23,0
m3_d4_t18,23,0
m3_d4_t19,23,0
m3_d4_t20,23,0
m3_d4_t21,23,0
m3_d4_t22,23,0
m3_d4_t23,23,1
m3_d4_t24,23,0
m3_d5_t1,23,0
m3_d5_t2,23,0
m3_d5_t3,23,0
m3_d5_t4,23,0
m3_d5_t5,23,0
m3_d5_t6,23,0
m3_d5_t7,23,0
m3_d5_t8,23,0
m3_d5_t9,23,0
m3_d5_t10,23,0
m3_d5_t11,23,0
m3_d5_t12,23,0
m3_d5_t13,23,0
m3_d5_t14,23,0
m3_d5_t15,23,0
m3_d5_t16,23,0
m3_d5_t17,23,0
m3_d5_t18,23,0
m3_d5_t19,23,0
m3_d5_t20,23,0
m3_d5_t21,23,0
m3_d5_t22,23,0
m3_d5_t23,23,1
m3_d5_t24,23,0
m4_d1_t1,23,0
m4_d1_t2,23,0
m4_d1_t3,23,0
m4_d1_t4,23,0
m4_d1_t5,23,0
m4_d1_t6,23,0
m4_d1_t7,23,0
m4_d1_t8,23,0
m4_d1_t9,23,0
m4_d1_t10,23,0
m4_d1_t11,23,0
m4_d1_t12,23,0
m4_d1_t13,23,0
m4_d1_t14,23,0
m4_d1_t15,23,0
m4_d1_t16,23,0
m4_d1_t17,23,0
m4_d1_t18,23,0
m4_d1_t19,23,0
m4_d1_t20,23,0
m4_d1_t21,23,0
m4_d1_t22,23,0
m4_d1_t23,23,1
m4_d1_t24,23,0
m4_d2_t1,23,0
m4_d2_t2,23,0
m4_d2_t3,23,0
m4_d2_t4,23,0
m4_d2_t5,23,0
m4_d2_t6,23,0
m4_d2_t7,23,0
m4_d2_t8,23,0
m4_d2_t9,23,0
m4_d2_t10,23,0
m4_d2_t11,23,0
m4_d2_t12,23,0
m4_d2_t13,23,0
m4_d2_t14,23,0
m4_d2_t15,23,0
m4_d2_t16,23,0
m4_d2_t17,23,0
m4_d2_t18,23,0
m4_d2_t19,23,0
m4_d2_t20,23,0
m4_d2_t21,23,0
m4_d2_t22,23,0
m4_d2_t23,23,1
m4_d2_t24,23,0
m4_d3_t1,23,0
m4_d3_t2,23,0
m4_d3_t3,23,0
m4_d3_t4,23,0
m4_d3_t5,23,0
m4_d3_t6,23,0
m4_d3_t7,23,0
m4_d3_t8,23,0
m4_d3_t9,23,0
m4_d3_t10,23,0
m4_d3_t11,23,0
m4_d3_t12,23,0
m4_d3_t13,23,0
m4_d3_t14,23,0
m4_d3_t15,23,0
m4_d3_t16,23,0
m4_d3_t17,23,0
m4_d3_t18,23,0
m4_d3_t19,23,0
m4_d3_t20,23,0
m4_d3_t21,23,0
m4_d3_t22,23,0
m4_d3_t23,23,1
m4_d3_t24,23,0
m4_d4_t1,23,0
m4_d4_t2,23,0
m4_d4_t3,23,0
m4_d4_t4,23,0
m4_d4_t5,23,0
m4_d4_t6,23,0
m4_d4_t7,23,0
m4_d4_t8,23,0
m4_d4_t9,23,0
m4_d4_t10,23,0
m4_d4_t11,23,0
m4_d4_t12,23,0
m4_d4_t13,23,0
m4_d4_t14,23,0
m4_d4_t15,23,0
m4_d4_t16,23,0
m4_d4_t17,23,0
m4_d4_t18,23,0
m4_d4_t19,23,0
m4_d4_t20,23,0
m4_d4_t21,23,0
m4_d4_t22,23,0
m4_d4_t23,23,1
m4_d4_t24,23,0
m4_d5_t1,23,0
m4_d5_t2,23,0
m4_d5_t3,23,0
m4_d5_t4,23,0
m4_d5_t5,23,0
m4_d5_t6,23,0
m4_d5_t7,23,0
m4_d5_t8,23,0
m4_d5_t9,23,0
m4_d5_t10,23,0
m4_d5_t11,23,0
m4_d5_t12,23,0
m4_d5_t13,23,0
m4_d5_t14,23,0
m4_d5_t15,23,0
m4_d5_t16,23,0
m4_d5_t17,23,0
m4_d5_t18,23,0
m4_d5_t19,23,0
m4_d5_t20,23,0
m4_d5_t21,23,0
m4_d5_t22,23,0
m4_d5_t23,23,1
m4_d5_t24,23,0
m5_d1_t1,23,0
m5_d1_t2,23,0
m5_d1_t3,23,0
m5_d1_t4,23,0
m5_d1_t5,23,0
m5_d1_t6,23,0
m5_d1_t7,23,0
m5_d1_t8,23,0
m5_d1_t9,23,0
m5_d1_t10,23,0
m5_d1_t11,23,0
m5_d1_t12,23,0
m5_d1_t13,23,0
m5_d1_t14,23,0
m5_d1_t15,23,0
m5_d1_t16,23,0
m5_d1_t17,23,0
m5_d1_t18,23,0
m5_d1_t19,23,0
m5_d1_t20,23,0
m5_d1_t21,23,0
m5_d1_t22,23,0
m5_d1_t23,23,1
m5_d1_t24,23,0
m5_d2_t1,23,0
m5_d2_t2,23,0
m5_d2_t3,23,0
m5_d2_t4,23,0
m5_d2_t5,23,0
m5_d2_t6,23,0
m5_d2_t7,23,0
m5_d2_t8,23,0
m5_d2_t9,23,0
m5_d2_t10,23,0
m5_d2_t11,23,0
m5_d2_t12,23,0
m5_d2_t13,23,0
m5_d2_t14,23,0
m5_d2_t15,23,0
m5_d2_t16,23,0
m5_d2_t17,23,0
m5_d2_t18,23,0
m5_d2_t19,23,0
m5_d2_t20,23,0
m5_d2_t21,23,0
m5_d2_t22,23,0
m5_d2_t23,23,1
m5_d2_t24,23,0
m5_d3_t1,23,0
m5_d3_t2,23,0
m5_d3_t3,23,0
m5_d3_t4,23,0
m5_d3_t5,23,0
m5_d3_t6,23,0
m5_d3_t7,23,0
m5_d3_t8,23,0
m5_d3_t9,23,0
m5_d3_t10,23,0
m5_d3_t11,23,0
m5_d3_t12,23,0
m5_d3_t13,23,0
m5_d3_t14,23,0
m5_d3_t15,23,0
m5_d3_t16,23,0
m5_d3_t17,23,0
m5_d3_t18,23,0
m5_d3_t19,23,0
m5_d3_t20,23,0
m5_d3_t21,23,0
m5_d3_t22,23,0
m5_d3_t23,23,1
m5_d3_t24,23,0
m5_d4_t1,23,0
m5_d4_t2,23,0
m5_d4_t3,23,0
m5_d4_t4,23,0
m5_d4_t5,23,0
m5_d4_t6,23,0
m5_d4_t7,23,0
m5_d4_t8,23,0
m5_d4_t9,23,0
m5_d4_t10,23,0
m5_d4_t11,23,0
m5_d4_t12,23,0
m5_d4_t13,23,0
m5_d4_t14,23,0
m5_d4_t15,23,0
m5_d4_t16,23,0
m5_d4_t17,23,0
m5_d4_t18,23,0
m5_d4_t19,23,0
m5_d4_t20,23,0
m5_d4_t21,23,0
m5_d4_t22,23,0
m5_d4_t23,23,1
m5_d4_t24,23,0
m5_d5_t1,23,0
m5_d5_t2,23,0
m5_d5_t3,23,0
m5_d5_t4,23,0
m5_d5_t5,23,0
m5_d5_t6,23,0
m5_d5_t7,23,0
m5_d5_t8,23,0
m5_d5_t9,23,0
m5_d5_t10,23,0
m5_d5_t11,23,0
m5_d5_t12,23,0
m5_d5_t13,23,0
m5_d5_t14,23,0
m5_d5_t15,23,0
m5_d5_t16,23,0
m5_d5_t17,23,0
m5_d5_t18,23,0
m5_d5_t19,23,0
m5_d5_t20,23,0
m5_d5_t21,23,0
m5_d5_t22,23,0
m5_d5_t23,23,1
m5_d5_t24,23,0
m6_d1_t1,23,0
m6_d1_t2,23,0
m6_d1_t3,23,0
m6_d1_t4,23,0
m6_d1_t5,23,0
m6_d1_t6,23,0
m6_d1_t7,23,0
m6_d1_t8,23,0
m6_d1_t9,23,0
m6_d1_t10,23,0
m6_d1_t11,23,0
m6_d1_t12,23,0
m6_d1_t13,23,0
m6_d1_t14,23,0
m6_d1_t15,23,0
m6_d1_t16,23,0
m6_d1_t17,23,0
m6_d1_t18,23,0
m6_d1_t19,23,0
m6_d1_t20,23,0
m6_d1_t21,23,0
m6_d1_t22,23,0
m6_d1_t23,23,1
m6_d1_t24,23,0
m6_d2_t1,23,0
m6_d2_t2,23,0
m6_d2_t3,23,0
m6_d2_t4,23,0
m6_d2_t5,23,0
m6_d2_t6,23,0
m6_d2_t7,23,0
m6_d2_t8,23,0
m6_d2_t9,23,0
m6_d2_t10,23,0
m6_d2_t11,23,0
m6_d2_t12,23,0
m6_d2_t13,23,0
m6_d2_t14,23,0
m6_d2_t15,23,0
m6_d2_t16,23,0
m6_d2_t17,23,0
m6_d2_t18,23,0
m6_d2_t19,23,0
m6_d2_t20,23,0
m6_d2_t21,23,0
m6_d2_t22,23,0
m6_d2_t23,23,1
m6_d2_t24,23,0
m6_d3_t1,23,0
m6_d3_t2,23,0
